vs@0,vs@1,vs@2,vs@3,vs@4,vs@5,vs@6,vs@7,vs@8,vs@9,vs@10,vs@11,vs@12,vs@13,vs@14,vs@15,vs@16,vs@17,vs@18,vs@19,vs@20,vs@21,vs@22,vs@23,vs@24,vs@25,vs@26,vs@27,vs@28,vs@29,vs@30
531.84296,476.33963,492.14612,486.89188,494.28473,495.45493,485.9071,489.34518,510.67786,509.34583,531.149,534.17993,549.61255,566.7902,587.8963,600.0015,618.13275,626.851,636.90125,666.71796,691.85754,704.2423,700.63025,727.91907,737.716,772.87274,801.1907,802.0831,812.66614,817.2365,813.7653
723.34674,839.72046,948.4749,1078.7649,1244.9994,1193.106,1240.6827,1181.7429,1159.3488,1141.5442,1203.7087,1210.0548,1236.5121,1230.0836,1219.8485,1231.703,1261.1072,1303.9154,1309.1909,1320.6691,1341.6823,1321.2689,1272.6017,1257.1118,1302.18,1343.0217,1389.6028,1422.2721,1451.0876,1475.2151,1497.8492
300.2764,429.1209,407.28345,394.11148,401.11942,411.3151,406.5434,405.65762,426.8232,417.94586,440.96307,453.784,455.24033,468.0695,482.65408,493.05817,500.73523,509.3099,524.369,540.0735,553.1242,579.1744,580.0947,589.30945,582.26587,624.7488,638.3502,613.6138,645.39905,654.38,661.8716
265.23572,239.38977,247.62523,254.01004,251.84346,269.60367,269.07013,270.27682,280.89807,281.8863,279.71082,305.0813,323.6186,329.03232,342.52203,349.94055,361.2578,364.76056,375.58817,390.27017,396.98065,420.10782,424.45166,439.95996,433.02042,445.02567,454.26068,467.2716,478.53516,479.16437,483.3454
249.74205,245.13979,244.79846,249.4393,246.01546,265.3384,266.653,265.6073,278.11166,278.7593,278.08322,302.0278,317.18448,321.02362,334.94785,343.21313,353.9049,354.71164,367.02606,381.85623,386.5926,409.73694,411.65817,428.17346,419.16727,433.10907,439.05222,450.61957,465.77042,467.23648,475.12314
269.70404,245.8386,256.5275,261.12012,260.36148,277.8251,277.96872,279.19556,289.08786,291.63007,288.28607,314.52957,333.24933,339.38242,352.6122,359.17395,371.8912,376.64313,386.64517,402.15765,410.5446,433.39645,439.64304,453.499,448.16553,461.38428,471.00934,483.78497,494.56882,495.43158,498.50073
312.56738,485.87256,382.33105,465.7199,394.74484,447.33688,415.70438,451.50357,442.06976,461.0576,456.07587,469.57272,495.19284,491.7599,535.0409,531.103,564.3227,563.3369,583.0603,604.3665,636.7454,651.51135,643.8423,683.5059,663.9847,724.8205,726.32733,743.76373,735.71497,754.00366,728.0244
289.7101,275.27878,289.5007,288.51212,290.9175,305.07123,305.79092,306.78918,314.9085,323.94153,321.32983,344.87256,363.33798,370.6867,383.22488,391.70203,405.16403,411.26,423.16687,440.8827,451.1379,475.96817,485.77377,496.16074,494.41586,513.1628,532.06976,534.78656,546.57043,550.5979,548.30225
381.17923,391.2862,387.8247,378.6407,379.41055,383.73743,383.16064,378.47098,394.72162,395.42914,410.937,424.5298,432.20724,446.03925,458.77536,470.1233,482.01108,491.88226,507.25424,521.98517,537.0122,563.13916,565.0115,577.2166,571.1582,609.64746,622.25745,604.52136,634.2105,638.7648,645.87616
562.4887,539.4895,568.55615,567.86957,573.58093,574.28986,584.57294,593.51105,608.05444,608.76196,619.9102,619.0333,653.49854,660.49084,683.16296,694.5384,702.4543,716.298,721.99493,747.7874,782.4053,792.62146,786.33514,805.8424,806.5553,851.6684,866.08203,854.97565,889.0572,895.89233,902.768
418.03137,413.99936,438.68036,434.45895,438.4972,429.89026,432.78342,431.1194,440.38675,447.8265,456.92303,465.7164,489.56952,501.13382,521.741,538.12714,560.4078,576.6403,592.8482,618.01544,653.27606,677.6193,680.055,702.63446,704.5022,748.5195,765.31195,762.5741,788.3875,778.4652,784.44604
598.66516,560.8267,563.1822,567.82733,580.1163,577.2984,585.1616,588.71344,603.6247,602.8477,622.38635,622.59064,648.1975,669.4673,685.94666,695.6942,704.64075,716.111,720.9925,744.0732,774.75653,785.986,779.8915,800.8858,798.0381,840.9345,854.71454,840.09985,873.13385,882.5042,898.1694
435.54913,418.3638,411.69373,394.63168,381.56375,370.794,371.92047,364.09634,367.62125,371.4442,379.2349,391.87674,405.8161,421.90854,431.99524,440.29395,454.92715,466.6302,480.80566,493.34915,513.72095,546.44867,563.0403,587.2692,589.7316,623.72125,644.99945,633.8086,656.10333,658.11145,665.02844
650.55096,643.4744,628.7431,629.29474,641.267,645.14636,652.7154,657.835,674.9961,672.01953,681.216,689.37366,715.433,736.47705,753.9886,762.61597,776.70514,787.69745,790.052,811.0574,846.1394,855.27454,851.16406,873.0938,876.5407,913.25916,943.31647,933.0087,948.96094,964.7174,974.58075
679.70844,680.52484,659.231,652.6337,662.90247,667.3016,676.19745,679.0708,695.2321,690.98267,700.6416,710.5149,735.19946,761.448,778.4125,786.5295,801.2127,812.8185,814.09546,833.19543,867.16986,875.01074,872.3961,894.4096,899.5924,934.581,967.03156,957.19464,970.89154,987.3599,997.05695
290.5759,316.59384,340.92773,333.9148,333.42004,335.3862,339.4553,340.41724,348.59253,364.4215,359.27643,376.76105,401.0001,406.93103,422.97122,434.27325,454.30496,464.33508,480.38184,494.42557,522.2737,548.7481,548.36224,569.45514,566.7472,596.3279,625.3196,617.7804,631.4473,629.9359,619.14923
359.9203,375.44037,368.11603,359.06412,362.00424,372.10684,372.1129,366.9155,382.93936,382.26358,399.89047,415.441,418.45062,431.23782,441.56018,451.20306,461.21674,467.2635,480.7257,494.60233,502.6685,527.10693,532.46783,542.8303,537.897,574.63745,588.5745,572.59515,597.9962,606.33484,614.31464
712.2701,537.6195,428.41727,397.54453,384.62976,392.75937,388.84717,373.86765,394.63474,394.18054,422.51395,435.4161,434.3368,450.29684,458.2735,466.5088,477.70813,480.02338,486.5219,501.16403,502.86337,520.97906,518.8038,531.68207,532.27466,568.70886,582.9285,569.6596,594.6797,606.46375,621.26044
306.04684,343.09726,365.31046,355.85495,356.2442,353.40604,358.80563,358.2123,367.8863,383.07132,379.91748,395.5282,420.00632,426.39548,445.47278,458.0901,479.29138,491.26077,508.2333,525.0929,555.8532,579.79846,578.0978,603.30585,600.8292,633.2627,664.3681,654.9599,670.37994,665.54724,655.968
339.4581,358.95914,361.90875,355.4288,357.6014,362.65076,364.62735,361.82007,375.42508,379.68823,390.57883,405.45505,415.2957,427.36966,440.33197,451.36285,464.85278,474.48657,489.469,503.64902,520.7798,549.28107,552.0208,565.7843,561.8359,597.2843,615.2048,601.723,625.6546,628.7016,629.35126
566.01654,502.8356,508.98898,507.67416,514.4395,513.04877,507.4964,508.7535,527.59076,529.9372,549.5108,551.09674,571.0809,589.35803,609.5233,621.91516,638.4984,648.5678,657.6677,686.197,713.59503,725.41376,721.80206,748.0178,755.32294,793.3626,817.4509,816.9011,833.48535,837.73126,839.4446
283.28317,252.3717,267.14612,271.21744,272.7963,289.12723,290.1507,291.41766,299.88165,305.0714,301.24078,326.7881,346.02972,352.97025,366.1452,373.16016,386.1867,392.75955,402.09012,419.07852,429.64932,453.43793,461.31467,474.30487,472.9701,486.59045,502.57733,512.5126,520.46387,523.2122,522.2155
395.61548,343.6468,330.8825,320.69257,320.80045,328.62192,333.35858,332.62305,340.51892,349.64606,355.4538,372.47546,386.8687,399.18436,408.51007,417.97223,430.82196,437.767,450.63733,465.5001,478.08273,504.3692,515.7389,529.283,526.3716,554.0862,574.2158,569.906,588.3519,592.2079,592.73724
299.69785,246.30347,240.38615,246.86528,244.2528,261.66718,262.8542,263.8242,274.7307,274.88165,274.26035,297.15417,314.92343,321.07465,333.8603,342.33276,352.1082,353.77585,365.45166,378.82526,384.49207,406.5901,409.61996,426.66992,418.92422,430.33307,437.80743,449.8135,463.02798,465.07562,470.38712
433.68533,526.50885,508.63278,509.3422,519.1503,518.9482,527.8299,539.70685,557.2,555.68634,567.4957,566.1917,600.69055,600.312,628.0886,636.94885,644.74744,658.94745,666.8636,688.14734,721.5032,737.5073,730.944,749.8397,747.9905,794.00616,805.7135,787.2264,825.7727,826.539,831.6115
718.3514,772.96893,809.4995,822.3507,858.7545,854.81995,904.54706,899.90906,895.8178,899.768,918.96405,913.6976,947.22455,992.7384,1019.1929,1048.8882,1096.6116,1144.221,1179.7917,1225.3113,1294.1555,1314.4462,1325.3417,1372.3804,1483.7023,1552.6558,1680.5505,1802.6984,1876.1177,1993.7712,2056.3323
363.12494,387.91196,403.0405,397.47726,401.99167,403.20056,404.10992,404.18832,418.90192,417.92255,433.81073,446.3846,456.59995,471.6833,487.20728,499.6672,514.3306,527.80145,542.2744,560.57214,585.2715,613.23944,615.75195,633.07745,634.25525,670.0819,696.05884,682.86597,703.655,702.2788,698.54083
462.42264,429.53912,431.1187,423.7977,425.0521,420.0643,420.14392,412.90793,417.4203,417.92633,429.08328,441.5176,456.96234,475.5594,490.2323,502.85556,521.67847,539.5717,559.1133,582.14514,614.9144,649.3412,666.18384,694.6317,706.30524,750.21844,781.54156,785.64996,809.14874,809.78516,815.3306
559.6937,573.3184,614.2883,639.6071,683.71796,705.11566,755.6953,770.5076,775.83813,780.5128,795.4123,804.7235,830.6748,870.3219,895.0094,921.08984,962.9542,1000.1584,1022.7322,1057.4741,1118.7781,1138.2012,1137.3451,1179.5924,1262.4879,1305.2653,1414.2903,1511.651,1549.2388,1621.253,1644.3105
550.1713,553.78394,589.07056,607.9741,640.29297,651.1664,683.6481,691.28156,691.9266,695.875,707.81256,716.96124,740.5467,769.8341,788.25226,806.4801,835.5681,858.5261,865.0585,890.7058,937.09,946.9062,953.1278,983.18427,1020.01575,1053.9148,1120.0574,1159.5779,1168.3881,1182.9082,1171.4093
379.28284,309.56473,292.77548,283.95834,284.9104,301.53384,305.26468,305.64163,313.51978,319.60406,321.52762,343.80753,359.08493,368.8302,379.5489,387.21368,398.20407,403.68155,412.97333,431.02194,439.12067,461.3655,471.5936,482.88583,480.6392,499.55026,512.11414,517.46124,532.72504,536.8739,539.4828
350.95758,378.2862,386.67465,380.53152,384.20172,387.01358,387.7848,386.18152,401.32254,401.95685,416.42416,429.7248,438.96042,453.3353,467.6794,479.9468,493.28397,505.41495,520.4857,536.61755,557.77637,586.02234,587.655,603.2382,601.2621,637.4449,658.8937,643.16797,667.852,668.2383,666.92914
366.1603,308.54822,300.96332,295.60223,298.37112,311.8495,315.5833,315.83102,323.60968,332.1375,334.75015,355.1423,371.35907,381.71704,391.78897,400.64908,412.8998,418.69324,429.78418,447.116,457.98932,482.24423,493.6625,504.73178,503.23535,524.9237,543.87415,544.2264,559.3645,564.24084,562.285
424.97104,389.10556,392.15457,386.91754,388.34497,385.3673,387.9175,383.6365,391.69577,398.05777,408.8095,421.88144,437.59497,454.79868,468.7422,481.65997,500.67496,516.97046,534.9023,555.47766,584.33875,615.9782,626.0746,648.996,655.33124,691.5193,721.8294,722.3323,740.8163,736.3155,733.8522
412.5241,384.8193,394.65613,390.934,392.76804,388.9858,391.5154,387.8739,396.68134,403.55133,413.82718,426.34973,442.88052,459.33682,474.06134,487.56927,507.15332,523.3728,540.79895,561.66656,590.6852,620.7358,627.81775,649.17664,652.75134,689.13245,716.52155,713.31726,733.0802,727.64484,725.91724
350.63748,375.7351,384.97876,379.37064,383.5021,386.62204,387.37473,385.86438,401.0145,401.33228,416.20865,429.61877,438.29498,452.99045,467.05524,479.3332,492.60196,504.69302,519.4751,535.6807,556.50903,584.718,586.36914,602.31366,600.8161,636.60925,659.11035,643.73596,667.28973,667.8089,665.8625
349.9321,373.61212,383.44946,378.16208,382.5525,385.87537,386.6735,385.21146,400.35056,400.513,415.57162,429.05762,437.41937,452.2584,466.13583,478.4079,491.6012,503.65244,518.2835,534.47107,555.07794,583.3193,584.9928,601.1096,599.8514,635.3817,658.51874,643.3698,666.18787,666.8217,664.43396
430.18335,530.744,505.1069,510.0499,518.67914,517.0755,526.3213,537.9324,554.99713,554.5494,565.12994,563.7985,600.35626,597.69995,627.98816,636.5911,645.4687,660.0234,667.6845,690.119,724.39343,738.8728,732.0239,752.9583,752.1499,797.58527,809.9351,795.6874,831.5753,830.7398,834.72815
444.09818,535.05853,518.123,520.96484,530.6644,529.2092,539.504,551.49945,567.50275,568.4118,577.0308,575.6438,614.2455,611.17755,640.7559,650.52765,659.2464,673.74744,681.2606,704.26025,739.56903,753.18024,746.34924,766.9325,766.82825,811.87286,825.2497,812.5257,846.7729,847.31604,850.957
367.038,318.6719,314.29248,310.05237,312.78955,322.70248,326.79254,326.83362,334.8205,344.77527,348.69424,366.5675,382.2308,393.41354,403.00916,412.91318,425.93787,432.98486,445.558,461.04227,474.3448,500.9127,511.70425,524.8111,522.2856,548.4009,569.72595,566.59,583.1419,586.8454,584.683
505.61627,478.40753,492.4452,495.0687,509.73233,509.6157,519.09143,518.2942,524.16705,530.7908,545.90906,551.2934,577.9154,598.8475,616.9541,632.318,654.18335,671.19586,685.272,711.7773,750.9388,772.0939,777.5738,801.35315,808.1536,849.62836,876.2187,879.4662,894.92584,894.00024,896.95123
555.83167,514.7658,606.2256,552.1561,621.4469,557.81396,644.43445,604.07544,650.2577,644.8108,636.3222,652.82367,709.15906,645.92523,757.66656,691.2666,768.7251,718.52875,780.4709,769.60876,828.95184,801.3493,816.1197,822.7147,812.7233,896.8663,818.3192,913.7275,898.81793,902.1646,943.80176
478.7318,487.4114,521.1944,545.21747,583.68164,611.7237,665.6316,696.25464,714.8962,725.66003,732.60156,738.721,766.0499,791.6097,808.40515,823.8209,852.2369,873.753,877.48364,895.8132,939.71204,950.6762,952.93536,964.89246,968.79614,998.215,1016.9015,996.9548,1015.25336,1028.3762,1038.5834
368.52188,309.45966,298.6603,291.1716,293.46707,308.52182,312.1925,312.19412,320.29114,327.61218,330.45868,351.7705,366.90308,376.74707,387.02957,395.33926,406.94745,412.2251,422.6019,440.54956,449.12695,472.317,483.49634,494.31485,492.16144,512.6822,527.9288,530.53296,546.1593,551.0276,551.95135
442.8847,442.14606,438.81073,434.10883,440.19058,446.71967,441.7946,443.6068,466.52335,454.4933,484.36206,489.01044,495.79486,513.3076,530.41345,538.2848,548.5245,559.3378,568.2171,588.1082,605.133,627.40607,622.067,639.27826,636.9586,679.0444,693.29156,668.80225,705.0266,710.64185,717.3735
479.76947,453.8291,467.92154,469.15646,479.75232,477.1039,482.91638,480.1361,486.32224,490.92932,504.54153,512.668,536.44696,555.14233,573.32465,589.231,611.46545,630.0267,647.32306,674.6515,714.2072,739.9527,748.07184,771.8693,777.4919,820.6105,844.248,844.0358,863.6154,860.6873,864.6983
412.2949,388.55124,374.25418,353.8487,341.93158,339.12408,344.33783,342.08667,347.9133,355.8653,362.40668,376.6819,392.25583,406.28595,415.98114,424.15527,438.0902,447.16962,460.30643,472.7017,489.49622,519.7707,533.7452,553.50256,551.6261,581.15155,598.8301,589.4142,609.765,613.71716,619.4846
577.13885,517.695,626.1231,561.3321,640.7507,569.9212,664.15283,618.5952,667.8616,658.7132,653.23694,668.71655,721.81195,664.7248,769.2736,711.8794,779.7187,740.2561,789.28186,792.50696,838.51666,823.5187,826.27576,843.1406,825.9221,913.38226,838.6695,928.9426,920.3279,919.0643,962.1975
422.54385,408.44116,405.9783,393.01367,383.73145,375.05594,378.34128,372.14423,377.27188,380.8561,389.60403,401.69482,416.4727,433.88266,445.26736,454.5572,470.2002,484.51755,501.65878,515.89667,541.39307,577.4629,596.9057,623.1972,627.4235,664.0726,685.122,671.06036,695.15814,695.6766,703.19946
256.86496,271.7825,284.55255,283.7139,286.76556,303.9338,306.15298,305.60443,314.6465,321.7544,322.46777,345.15585,359.64743,366.29727,378.9077,386.81735,398.69788,404.31537,414.6107,433.71094,441.84616,465.56226,474.89453,484.81088,481.25095,501.83453,513.0913,517.67035,533.47815,537.2998,540.9516
325.91818,297.99423,306.51157,306.07315,308.58673,318.53964,321.43747,322.19278,330.08813,341.19925,341.6031,360.88837,379.01047,388.76178,399.32895,409.57187,423.39706,430.55725,443.86417,459.23682,473.53235,500.5436,510.32812,522.39594,519.3366,544.1866,565.55927,562.6998,578.2247,581.5005,577.33936
279.79984,243.92491,246.97728,253.17162,251.49582,269.0774,269.9996,271.0258,281.4388,282.49786,280.50873,305.028,323.74664,330.16345,343.00092,350.4194,361.48178,364.86133,375.2264,389.82376,396.65112,419.3655,423.91086,439.3218,432.59592,444.5139,452.6456,465.41043,478.15338,478.9124,483.4351
318.36078,310.27164,325.2151,323.1772,323.92007,329.4771,332.85245,333.16864,341.51236,354.29337,354.1873,371.45108,390.52805,400.39853,412.34772,422.93494,439.96658,448.65613,463.78293,477.62296,496.84628,525.65436,531.2377,546.33264,543.08636,572.2755,594.6843,589.1361,606.38934,606.89795,601.86505
255.60161,264.65128,273.9244,273.65396,275.1506,294.2562,296.71094,295.59213,305.41174,310.70337,309.78934,333.99542,348.71536,354.49442,367.60117,374.88205,386.99185,392.11438,401.88196,420.29416,427.75885,450.78357,458.11008,469.5476,464.73938,483.44443,490.7928,499.30432,515.2836,517.84357,523.72
707.39453,730.2961,763.78955,775.60175,810.6333,803.6878,849.2214,849.07983,848.2542,852.6192,870.49664,868.09186,896.4939,931.88556,949.6843,973.01276,1005.5164,1028.6978,1032.8685,1058.3745,1103.7737,1104.0247,1089.3744,1114.1106,1162.8182,1187.9545,1254.9966,1296.6696,1302.5533,1319.7976,1314.8138
423.5432,512.01086,491.54657,492.12997,499.66446,500.01395,506.05765,515.30164,535.03345,531.0884,547.19604,546.17163,575.26465,579.0893,605.79816,613.2382,622.0549,635.282,643.0089,663.68567,694.58655,712.23016,705.5794,724.57684,721.969,767.69147,778.70776,757.8364,797.6268,797.99176,804.2815
455.7618,535.498,525.2325,526.77655,536.30383,535.139,545.2888,557.1114,572.9037,574.25323,582.29095,580.97736,620.1788,617.26227,646.62836,656.79645,665.6462,679.9597,687.44226,710.9981,746.2861,759.15955,752.23413,772.99146,773.04736,818.0829,831.64886,819.8533,853.6739,854.55945,858.4574
885.3911,690.5338,629.5536,603.636,608.2125,609.73987,600.7574,602.3752,620.47626,597.6704,646.2841,656.908,651.6455,685.4503,695.4131,696.32886,691.1268,693.8855,695.3568,718.97015,728.6336,733.26135,721.9634,734.47894,722.9404,770.207,776.41583,740.13336,785.87006,820.6184,881.98846
1097.5728,1670.4225,1738.0834,1780.9552,1793.1136,1801.2333,1904.388,1894.1893,1873.5991,1876.1394,1865.5365,1823.7751,1843.5898,1864.4784,1865.5498,1828.5413,1844.3616,1857.265,1865.9323,1868.6865,1892.1127,1854.2417,1810.7247,1803.4813,1869.1685,1896.2626,1971.503,2041.9602,2068.3867,2134.1416,2151.1726
713.46204,619.7868,561.516,554.22015,571.1603,578.27814,579.7599,583.8713,600.90857,588.7552,617.2896,623.2977,631.3998,649.96014,665.78326,672.60095,677.0882,684.16675,689.7571,712.6914,734.82983,747.963,743.22015,757.18555,749.78033,794.56104,806.8314,777.02234,812.02496,830.83777,860.90186
768.47876,730.542,698.31696,669.7908,667.3769,662.0028,669.4889,666.3434,674.4747,677.65295,691.61847,697.2922,720.70166,748.5172,765.82544,780.1757,799.61163,813.89294,815.7096,841.62225,881.51184,887.6696,887.66486,914.0803,931.7248,968.0027,1009.71045,1017.00543,1030.6394,1044.6433,1042.3254
267.5968,218.35849,219.1531,230.2059,226.71144,242.05223,240.44879,242.596,253.93005,250.94093,254.1527,274.18088,290.27835,294.88977,308.6473,318.64487,325.88098,327.29956,342.18414,352.5603,354.30533,376.13382,378.00378,397.95633,387.5786,400.65594,407.73343,417.6286,427.75708,432.26068,439.2155
335.14706,355.61282,367.17166,363.99557,370.0669,375.15445,375.78503,374.21796,389.40244,389.13086,404.92236,418.8843,424.73016,440.31058,452.70465,464.8339,477.54584,488.54587,501.73602,517.9708,535.57574,563.7674,564.59406,582.0507,582.0541,616.2234,642.26434,628.4782,646.7136,649.0877,643.88855
414.34515,391.1674,390.46024,383.8981,389.86746,399.42065,396.7643,393.54962,413.2267,405.8629,430.84442,443.04797,442.79337,459.3662,470.60934,481.15277,489.68484,498.23712,510.80997,526.9753,536.5229,561.49805,561.38873,575.282,571.0796,611.6704,627.0439,606.56256,635.4516,642.0732,649.0452
1103.8528,1682.1713,1752.8684,1800.4313,1814.5198,1827.853,1933.9467,1927.0659,1910.6251,1920.1454,1908.5414,1867.0369,1888.588,1912.0973,1916.527,1875.4391,1895.1913,1906.3268,1915.9623,1919.9868,1943.0326,1904.2332,1862.8798,1857.1815,1922.2471,1951.9509,2028.0743,2094.7827,2119.959,2184.7864,2198.8582
986.0632,1269.9923,1303.8239,1191.5377,1178.4701,1164.227,1299.3927,1303.2104,1287.8298,1254.3059,1323.4257,1310.5752,1311.7085,1300.1106,1298.1809,1320.7407,1354.3977,1401.2583,1399.5261,1407.673,1426.088,1402.8179,1354.2166,1344.6096,1414.6748,1457.928,1500.116,1547.3503,1571.2777,1594.4006,1617.6139
268.15613,199.08662,201.38734,214.63377,211.95107,223.53738,221.23268,225.06683,233.74515,230.59065,237.41118,252.94649,270.5632,273.86496,287.49805,298.75037,305.5092,307.55722,324.22113,330.70203,332.9581,355.50925,356.49194,378.49023,368.23364,380.87433,388.27408,396.23102,402.7926,409.90906,417.76938
441.06137,495.95798,511.47455,505.58365,511.71185,517.01355,521.6481,528.5493,547.14166,548.2035,559.78827,561.2096,587.3392,594.7613,617.2966,629.07935,642.8533,655.016,666.111,688.09015,722.33466,741.87164,740.67725,758.692,760.45776,801.8074,823.8822,808.858,832.68677,838.23975,840.5769
634.90344,675.70404,734.5942,767.9324,824.51733,840.4775,909.3323,917.7147,917.0053,917.6585,938.4675,934.49176,964.74646,1003.4991,1022.57544,1043.2548,1076.9951,1106.9138,1116.1643,1136.258,1174.9752,1169.2297,1143.2336,1151.4707,1188.5961,1211.8718,1263.2664,1289.7053,1299.6293,1313.6812,1316.448
413.44974,329.79175,292.7321,275.14352,271.73575,289.99878,294.48022,294.5289,303.5448,306.22214,307.4507,331.3363,345.1063,353.84836,364.68088,371.59848,382.03314,386.0521,394.08762,410.86722,417.2514,437.6106,444.13904,457.25464,452.9136,470.2474,476.34717,485.53625,502.73032,505.52243,511.73572
494.3366,467.71875,456.25095,433.27444,417.00848,403.4574,394.43823,376.81317,374.77606,372.3717,379.7367,394.5574,404.375,419.5069,427.7985,435.12366,447.51807,455.74268,467.39996,480.40158,494.38272,521.37225,534.341,555.2342,561.76794,595.2602,629.15717,636.68756,660.1328,666.8633,670.64044
916.4269,1227.7814,1383.61,1490.9836,1598.8713,1660.4949,1816.3901,1847.5732,1853.6676,1891.4347,1898.6979,1864.6919,1898.4764,1932.416,1946.38,1902.4027,1934.6444,1948.8204,1962.9508,1970.524,1996.0262,1958.5767,1921.5831,1918.9369,1984.7076,2015.9288,2094.7568,2157.502,2181.8948,2247.3596,2257.4377
765.6774,686.4721,676.6892,702.9121,738.2124,733.16876,767.31793,780.75024,784.2075,786.79285,790.92804,793.9834,828.2452,848.26276,860.8434,881.1783,903.9989,917.0808,913.14136,939.63605,983.8245,986.93524,979.35815,997.2407,1020.2779,1050.4203,1096.9333,1105.9222,1115.4792,1127.6409,1121.2257
289.00192,215.75035,210.39452,221.65324,218.6994,232.31189,230.6695,233.27666,243.79051,240.48862,245.65234,263.3195,279.35715,283.4842,297.0365,307.86926,314.807,316.22083,331.86203,340.6938,342.29715,364.40427,365.4268,386.62286,376.6532,389.6585,396.637,405.55267,413.93082,419.90427,427.72797
966.5185,1196.4176,1327.8844,1410.6024,1520.2524,1575.4568,1733.2214,1759.4307,1751.6882,1750.2927,1750.2594,1708.6036,1716.5715,1716.9175,1692.076,1650.8231,1637.6849,1646.3877,1644.8965,1640.0415,1653.4657,1613.8315,1559.8376,1539.3354,1574.5166,1585.5585,1617.1248,1649.8723,1675.4059,1705.3076,1729.7875
345.30753,265.0774,244.362,246.54866,243.42172,261.67133,263.359,263.83826,275.3761,274.3278,275.08954,298.29935,312.96625,319.26337,331.5732,340.43512,349.35428,350.28546,361.62476,375.2514,379.5449,400.50366,402.5943,420.31506,412.30896,424.9925,431.4081,442.52374,456.89905,459.60898,465.95703
672.07196,794.69867,929.35864,1028.0692,1143.0706,1153.9407,1264.3243,1264.2874,1248.1101,1250.2869,1275.1746,1254.8003,1295.693,1330.7758,1341.0074,1347.3036,1376.262,1409.7372,1420.4701,1432.8804,1463.0,1438.6603,1395.9263,1391.5984,1443.6348,1459.0258,1520.3096,1574.3062,1587.3037,1619.3864,1623.4774
785.40125,704.4764,683.7803,706.58344,744.85114,740.9746,776.26245,789.2042,792.2559,794.1906,799.472,802.03595,835.77625,856.5354,868.8672,889.1544,912.1797,925.356,921.2989,947.8913,991.5445,994.2583,985.8818,1003.6762,1028.0205,1057.9775,1104.6548,1114.7567,1124.2228,1136.186,1130.1946
390.4972,308.2371,282.82745,272.58664,271.5814,290.50644,294.56873,294.43842,303.6066,306.7933,307.60208,331.6278,345.69012,354.0841,365.25568,372.30362,383.11395,387.43655,395.8986,413.0687,419.72202,440.51962,447.41278,460.33487,456.3479,473.69427,480.56836,489.82098,506.30484,509.08276,514.7413
336.16507,259.00815,242.46037,246.6428,243.88191,262.20654,263.37744,263.87424,275.37424,274.4534,275.03223,298.41895,313.48776,319.60336,332.18234,340.98334,350.16995,351.36972,362.81628,376.48877,381.25623,402.73743,404.91702,422.69116,414.98438,427.41815,434.55484,446.0248,459.5851,462.04413,467.87225
948.11444,1143.3113,1249.8789,1311.6735,1417.463,1464.9084,1628.3274,1665.2665,1668.2979,1678.9509,1693.2322,1659.2644,1677.2528,1684.4277,1664.5186,1625.646,1615.0804,1623.7324,1620.5404,1613.9563,1624.981,1583.0616,1525.694,1503.0775,1529.2518,1533.662,1558.7098,1579.4845,1596.8019,1613.2052,1627.5612
279.5005,221.88203,222.33199,233.73611,230.44775,245.9676,244.99252,247.10548,258.19812,256.25153,258.08914,278.35715,296.2499,300.76505,314.8746,324.2435,332.31454,333.9426,348.11868,358.54205,363.02725,385.54,387.65042,407.77377,398.17926,409.36868,417.23734,428.48676,437.7251,442.30652,448.03424
361.27222,282.26788,261.65015,258.37225,256.5328,275.859,279.0935,279.06223,289.97705,290.49377,290.28302,315.21313,329.29782,337.14008,348.60135,355.69965,366.27338,369.05075,377.72348,393.5241,398.8061,420.08655,423.81055,438.9304,433.0251,447.81534,453.66904,464.8123,481.1558,482.34,488.72684
640.9289,565.86426,608.4076,618.80444,622.5863,621.53064,641.08246,651.41754,661.5871,666.6191,670.30817,673.5788,710.8735,718.9381,739.2129,754.11456,765.7285,777.2974,780.15326,806.4857,847.29987,852.99225,846.66925,866.0896,868.4205,911.36926,931.54486,922.80963,952.07166,962.4702,967.445
490.51752,417.4061,420.28073,411.2232,411.11234,410.55142,409.82776,404.33545,424.00775,424.49277,440.79498,447.99197,462.41788,476.79965,494.584,506.024,522.57184,533.247,546.89246,565.0398,586.4999,609.4035,602.8786,622.42847,616.9423,657.4222,666.58954,651.89075,687.10876,684.12506,694.2504
440.87527,496.12827,514.2047,508.78757,514.743,520.6009,525.53467,532.0185,550.3231,552.19867,563.178,564.6135,591.1055,598.7862,620.92395,632.80054,646.97687,659.2489,670.52747,692.63226,727.4633,747.3419,746.7259,764.5576,766.5906,807.5698,830.5219,816.58984,839.1089,844.7192,847.0344
344.43405,272.4998,256.5822,256.1141,254.31145,273.68854,276.21082,276.02017,287.22647,287.63187,287.2599,312.1801,326.56805,333.88623,345.77182,353.0903,363.646,366.1709,375.4026,391.13403,396.29892,417.98343,421.35083,436.87036,430.6972,445.00714,451.3095,462.76114,478.40204,479.52377,485.7496
431.8299,400.58066,408.13525,401.59747,408.23254,415.19498,412.11453,411.01303,430.38217,422.45685,448.49704,458.35342,460.9573,478.8204,492.13892,502.55026,513.0981,523.4663,535.3583,553.942,568.01385,592.8044,591.307,608.3165,606.38934,645.3771,665.09705,644.86346,673.11646,676.3291,680.086
